fips,total_pop_age_sex,median_age,sex_ratio_males,under_18_percent,over_18_percent,over_65_percent,county,state,total_hh,median_hh_income,mean_hh_income,total_families,median_family_income,mean_family_income,tot_pop_race_ethnicity,tot_white,tot_black_af_am,tot_aminalnat,tot_asian,tot_hawopi,total_pop_poverty,pop_below_poverty,percent_below_poverty,smoking_ban_2010,asian_2019,avg_family_size_2019,black_2019,hispanic_2019,household_has_broadband_2019,household_has_computer_2019,household_has_smartphone_2019,households_2019,households_speak_limited_english_2019,housing_mobile_homes_2019,hs_grad_2019,median_household_income_2019,median_individual_income_2019,native_2019,other_single_race_2019,pac_isl_2019,persons_per_household_2019,pop_2019,unemployment_rate_2019,uninsured_2019,veterans_2019,white_2019,white_not_hispanic_2019,rural_urban_continuum_code_2013,Metro2013,retirement_destination_2015_update,metro_adjacent_2013,average_2011_upper_bound_pct_obesity,FIPS,heart_disease_prev_100K
48225,22954.0,44.5,118.6,19.6,80.4,21.3,Houston County, Texas,8252.0,37904.0,51799.0,5419.0,47624.0,60732.0,22954.0,16003.0,5888.0,82.0,88.0,0.0,19768.0,4308.0,21.8,none,0.4,3.01,25.7,11.1,63.5,59.9,69.3,8252.0,2.7,30.0,81.2,37904.0,21103.0,0.4,2.1,0.0,2.4,22954.0,1.9,14.9,9.4,69.7,61.8,7.0,0.0,0.0,0.0,45.84,48225,67.21504322645261
48227,36349.0,36.5,124.4,22.1,77.9,12.9,Howard County, Texas,11064.0,54208.0,73064.0,7191.0,65210.0,80594.0,36349.0,30306.0,2020.0,430.0,252.0,19.0,31555.0,5470.0,17.3,none,0.7,3.5,5.6,42.5,73.6,66.1,78.6,11064.0,2.2,34.6,80.0,54208.0,25808.0,1.2,5.9,0.1,2.84,36349.0,6.1,17.0,8.8,83.4,48.7,4.0,0.0,0.0,1.0,46.45,48227,69.13536330803969
48229,4415.0,37.0,101.0,24.5,75.5,15.3,Hudspeth County, Texas,978.0,31677.0,46896.0,730.0,32012.0,47217.0,4415.0,2974.0,89.0,2.0,34.0,0.0,3624.0,886.0,24.4,none,0.8,4.46,2.0,77.8,54.2,54.8,75.6,978.0,42.4,28.1,55.5,31677.0,14326.0,0.0,27.1,0.0,3.71,4415.0,7.2,26.5,4.7,67.4,17.3,2.0,1.0,0.0,0.0,50.235,48229,47.88257970422372
48231,94162.0,38.0,96.6,23.9,76.1,15.8,Hunt County, Texas,33189.0,54959.0,70122.0,22761.0,66233.0,80104.0,94162.0,75231.0,7364.0,1053.0,1216.0,43.0,91378.0,14681.0,16.1,none,1.3,3.32,7.8,16.4,78.1,70.3,80.1,33189.0,1.4,31.1,84.5,54959.0,26198.0,1.1,7.8,0.0,2.75,94162.0,4.5,16.3,9.1,79.9,71.6,1.0,1.0,0.0,0.0,45.76,48231,67.96393171480848
48233,21344.0,38.0,101.9,25.7,74.3,16.3,Hutchinson County, Texas,6929.0,52524.0,66016.0,4797.0,63245.0,76913.0,21344.0,19043.0,344.0,352.0,82.0,150.0,21180.0,3083.0,14.6,partial,0.4,3.78,1.6,23.3,79.2,72.4,79.3,6929.0,1.7,19.7,86.0,52524.0,24896.0,1.6,2.2,0.7,3.06,21344.0,7.0,19.1,7.1,89.2,70.4,6.0,0.0,0.0,1.0,45.175,48233,63.92975170223791
48235,1620.0,42.7,107.2,26.2,73.8,16.9,Irion County, Texas,682.0,47500.0,66890.0,445.0,70972.0,83564.0,1620.0,1233.0,66.0,0.0,0.0,0.0,1620.0,241.0,14.9,none,0.0,3.01,4.1,25.6,67.6,69.8,70.8,682.0,0.0,22.4,93.2,47500.0,30909.0,0.0,19.0,0.0,2.38,1620.0,2.8,14.7,8.2,76.1,69.9,3.0,1.0,0.0,0.0,43.965,48235,47.114168517002
48237,8852.0,39.6,133.0,21.2,78.8,17.1,Jack County, Texas,3168.0,52045.0,67103.0,2246.0,63105.0,79076.0,8852.0,8227.0,443.0,24.0,9.0,0.0,7695.0,1255.0,16.3,none,0.1,2.91,5.0,16.9,68.9,62.2,74.5,3168.0,3.2,18.7,82.0,52045.0,24394.0,0.3,0.9,0.0,2.44,8852.0,3.7,18.0,5.8,92.9,77.2,6.0,0.0,0.0,1.0,45.13,48237,67.9427745416333
48239,14816.0,37.7,97.5,25.5,74.5,17.4,Jackson County, Texas,4917.0,62806.0,75091.0,3561.0,73625.0,85604.0,14816.0,12912.0,1010.0,0.0,162.0,9.0,14494.0,1942.0,13.4,comprehensive,1.1,3.55,6.8,33.1,72.8,62.6,80.3,4917.0,2.7,30.4,82.4,62806.0,27460.0,0.0,3.1,0.1,2.97,14816.0,2.5,15.8,6.2,87.1,58.5,6.0,0.0,0.0,1.0,45.805,48239,61.56637759850235
48241,35506.0,40.5,97.3,24.1,75.9,19.4,Jasper County, Texas,12936.0,44370.0,64222.0,8819.0,59031.0,75472.0,35506.0,27455.0,5889.0,93.0,177.0,58.0,34449.0,6371.0,18.5,none,0.5,3.3,16.6,6.7,65.3,47.7,72.9,12936.0,0.8,22.4,85.0,44370.0,24871.0,0.3,3.8,0.2,2.67,35506.0,7.0,17.5,7.4,77.3,74.5,6.0,0.0,0.0,1.0,44.7,48241,71.76673645298135
48243,2241.0,55.8,78.9,16.8,83.2,34.0,Jeff Davis County, Texas,1054.0,53088.0,57275.0,608.0,61230.0,65214.0,2241.0,2167.0,23.0,0.0,0.0,0.0,2177.0,85.0,3.9,none,0.0,2.78,1.0,39.8,61.2,84.3,66.5,1054.0,15.8,18.4,78.9,53088.0,27405.0,0.0,1.5,0.0,2.07,2241.0,4.4,16.9,11.5,96.7,58.4,9.0,0.0,1.0,0.0,40.955,48243,43.54804975064364
48245,254340.0,36.2,104.6,24.0,76.0,14.2,Jefferson County, Texas,92988.0,51248.0,71052.0,59839.0,62912.0,83507.0,254340.0,148331.0,85682.0,961.0,9565.0,130.0,237578.0,41948.0,17.7,none,3.8,3.23,33.7,20.7,72.8,64.8,72.4,92988.0,5.1,38.9,84.2,51248.0,27672.0,0.4,2.1,0.1,2.56,254340.0,4.6,19.9,7.6,58.3,40.6,2.0,1.0,0.0,0.0,44.84,48245,67.49760113896068
48247,5231.0,32.4,95.6,32.0,68.0,14.2,Jim Hogg County, Texas,1626.0,33382.0,48856.0,1179.0,43977.0,54588.0,5231.0,5165.0,17.0,0.0,0.0,0.0,5148.0,1576.0,30.6,none,0.0,3.88,0.3,91.3,56.4,41.7,60.5,1626.0,14.6,28.4,74.5,33382.0,19364.0,0.0,0.2,0.0,3.2,5231.0,7.8,21.5,3.5,98.7,8.1,6.0,0.0,0.0,1.0,50.44,48247,64.8900764716853
48249,40972.0,34.6,96.5,28.0,72.0,14.9,Jim Wells County, Texas,12987.0,41505.0,62079.0,9256.0,55182.0,72620.0,40972.0,39004.0,271.0,201.0,216.0,54.0,40463.0,9388.0,23.2,none,0.5,3.77,0.7,80.3,59.3,56.9,52.8,12987.0,9.3,29.4,74.9,41505.0,21554.0,0.5,2.1,0.1,3.12,40972.0,5.1,18.3,5.4,95.2,18.0,4.0,0.0,0.0,1.0,47.73,48249,68.9192002658183
48251,167212.0,36.8,99.8,26.1,73.9,13.8,Johnson County, Texas,57310.0,64359.0,81183.0,43539.0,74007.0,89651.0,167212.0,151615.0,5962.0,819.0,1627.0,661.0,164022.0,16799.0,10.2,none,1.0,3.29,3.6,21.4,85.6,77.3,85.1,57310.0,2.7,26.7,85.7,64359.0,31846.0,0.5,2.0,0.4,2.87,167212.0,3.2,15.9,6.5,90.7,72.0,1.0,1.0,0.0,0.0,43.965,48251,69.90091390108921
48253,19943.0,38.2,168.9,17.5,82.5,15.2,Jones County, Texas,5696.0,50344.0,67098.0,4019.0,62553.0,79454.0,19943.0,13992.0,2889.0,124.0,77.0,0.0,12753.0,1782.0,14.0,none,0.4,2.65,14.5,27.5,76.8,66.6,80.2,5696.0,5.2,25.4,78.4,50344.0,21856.0,0.6,8.6,0.0,2.24,19943.0,2.9,15.5,7.5,70.2,54.1,3.0,1.0,0.0,0.0,48.475,48253,67.87263292532379
48255,15545.0,35.4,143.0,20.8,79.2,14.0,Karnes County, Texas,4282.0,56127.0,89471.0,2815.0,72773.0,100446.0,15545.0,11825.0,1053.0,34.0,161.0,0.0,12432.0,2199.0,17.7,none,1.0,3.64,6.8,54.7,68.3,61.2,75.9,4282.0,8.6,25.5,75.7,56127.0,27036.0,0.2,12.0,0.0,2.84,15545.0,3.9,14.4,6.4,76.1,35.8,6.0,0.0,0.0,1.0,47.205,48255,69.92489521022428
48257,123804.0,35.5,96.5,27.7,72.3,11.8,Kaufman County, Texas,38015.0,70107.0,86500.0,29787.0,79328.0,94453.0,123804.0,100717.0,14662.0,447.0,1590.0,78.0,122078.0,13864.0,11.4,none,1.3,3.65,11.8,21.4,81.1,77.4,83.7,38015.0,2.5,23.4,85.8,70107.0,31774.0,0.4,2.6,0.1,3.22,123804.0,5.0,13.7,7.7,81.4,63.7,1.0,1.0,1.0,0.0,45.150000000000006,48257,70.8330929344781
48259,43769.0,41.4,96.4,23.7,76.3,18.9,Kendall County, Texas,14253.0,84747.0,130088.0,11030.0,101793.0,143095.0,43769.0,39336.0,253.0,213.0,392.0,55.0,43212.0,2411.0,5.6,none,0.9,3.43,0.6,23.9,88.4,88.6,88.9,14253.0,1.5,25.9,92.8,84747.0,34853.0,0.5,3.7,0.1,3.04,43769.0,3.7,9.7,9.3,89.9,72.3,1.0,1.0,1.0,0.0,35.19,48259,55.935861687971816
48261,568.0,39.7,97.2,29.6,70.4,25.4,Kenedy County, Texas,197.0,38021.0,39930.0,153.0,40688.0,42806.0,568.0,567.0,0.0,0.0,0.0,0.0,568.0,31.0,5.5,,0.0,3.39,0.0,94.7,48.2,31.5,55.8,197.0,49.7,76.6,26.4,38021.0,22847.0,0.0,0.2,0.0,2.86,568.0,0.0,25.9,0.0,99.8,5.3,9.0,0.0,0.0,0.0,46.365,48261,74.66387597155837
48263,647.0,51.0,83.8,24.6,75.4,28.1,Kent County, Texas,273.0,44688.0,73663.0,162.0,73750.0,98664.0,647.0,592.0,6.0,13.0,0.0,0.0,601.0,87.0,14.5,none,0.0,2.96,0.9,14.1,73.6,71.8,77.3,273.0,1.1,30.4,85.8,44688.0,28333.0,2.0,5.1,0.0,2.2,647.0,0.0,4.8,8.6,91.5,83.8,9.0,0.0,0.0,0.0,41.4,48263,69.5085669927613
48265,51843.0,47.4,93.3,19.3,80.7,27.1,Kerr County, Texas,21403.0,55990.0,78994.0,14551.0,66006.0,89446.0,51843.0,45818.0,765.0,316.0,431.0,41.0,50232.0,5880.0,11.7,none,0.8,2.79,1.5,26.9,83.1,77.1,77.5,21403.0,2.1,29.3,88.6,55990.0,27511.0,0.6,6.1,0.1,2.34,51843.0,3.8,16.1,12.1,88.4,68.7,4.0,0.0,1.0,1.0,38.7,48265,48.79380895643891
48267,4373.0,52.1,98.3,21.3,78.7,29.0,Kimble County, Texas,1783.0,43328.0,72565.0,1271.0,57112.0,85866.0,4373.0,4027.0,48.0,11.0,0.0,0.0,4330.0,964.0,22.3,none,0.0,2.87,1.1,21.8,70.3,64.0,66.1,1783.0,5.9,23.8,85.1,43328.0,25094.0,0.3,3.7,0.0,2.43,4373.0,4.3,18.3,12.3,92.1,75.7,7.0,0.0,1.0,0.0,45.085,48267,60.709634166392846
48269,237.0,40.0,97.5,29.5,70.5,10.5,King County, Texas,77.0,52083.0,66635.0,47.0,50417.0,68857.0,237.0,234.0,0.0,0.0,0.0,0.0,237.0,25.0,10.5,comprehensive,0.0,4.02,0.0,32.9,88.3,75.3,89.6,77.0,1.3,66.2,79.7,52083.0,33750.0,0.0,1.3,0.0,3.08,237.0,11.7,4.2,3.0,98.7,67.1,9.0,0.0,0.0,0.0,43.125,48269,61.91829601007508
48271,3659.0,49.8,145.7,12.8,87.2,24.7,Kinney County, Texas,1337.0,26738.0,49365.0,662.0,53452.0,61656.0,3659.0,3521.0,5.0,1.0,0.0,0.0,3404.0,667.0,19.6,none,0.0,3.83,0.1,59.3,48.2,49.5,46.1,1337.0,4.2,23.4,78.5,26738.0,19296.0,0.0,3.6,0.0,2.55,3659.0,2.9,10.8,21.7,96.2,40.6,7.0,0.0,0.0,0.0,49.045,48271,50.548144073164686
48273,30974.0,28.3,102.2,24.3,75.7,13.0,Kleberg County, Texas,10955.0,43730.0,59512.0,6979.0,52327.0,72163.0,30974.0,27421.0,1018.0,68.0,695.0,0.0,29084.0,7904.0,27.2,none,2.2,3.23,3.3,72.9,73.4,68.7,81.1,10955.0,3.8,47.2,78.4,43730.0,22844.0,0.2,3.5,0.0,2.66,30974.0,7.9,15.5,8.1,88.5,20.2,4.0,0.0,0.0,1.0,45.24,48273,65.87580759964881
48275,3705.0,39.5,99.2,26.7,73.3,18.3,Knox County, Texas,1375.0,48798.0,60846.0,962.0,62353.0,72853.0,3705.0,3142.0,206.0,9.0,40.0,0.0,3571.0,535.0,15.0,none,1.1,3.21,5.6,34.3,75.2,64.7,69.9,1375.0,8.9,17.1,81.9,48798.0,26690.0,0.2,5.7,0.0,2.59,3705.0,4.0,16.8,8.0,84.8,58.2,9.0,0.0,0.0,0.0,45.615,48275,66.75897998575364
48277,49611.0,40.7,92.0,23.8,76.2,18.9,Lamar County, Texas,19793.0,45117.0,60777.0,13201.0,56906.0,74433.0,49611.0,40350.0,6358.0,283.0,384.0,71.0,48911.0,8530.0,17.4,none,0.8,3.06,12.8,7.9,65.8,61.1,71.6,19793.0,1.0,35.5,84.3,45117.0,25175.0,0.6,0.5,0.1,2.47,49611.0,3.8,16.3,8.1,81.3,74.4,5.0,0.0,0.0,0.0,41.895,48277,70.4097443459453
48279,13123.0,36.4,100.7,27.9,72.1,16.5,Lamb County, Texas,4728.0,45111.0,59521.0,3265.0,57060.0,68077.0,13123.0,11819.0,515.0,50.0,73.0,0.0,12899.0,2453.0,19.0,none,0.6,3.36,3.9,55.6,67.3,57.0,74.1,4728.0,4.9,28.5,74.9,45111.0,24806.0,0.4,2.4,0.0,2.73,13123.0,3.2,23.0,5.2,90.1,39.3,6.0,0.0,0.0,1.0,45.625,48279,64.01298879658005
48281,20862.0,43.1,99.9,22.2,77.8,18.8,Lampasas County, Texas,7807.0,60772.0,75447.0,5770.0,73071.0,88064.0,20862.0,18212.0,961.0,132.0,240.0,98.0,20605.0,2280.0,11.1,none,1.2,3.09,4.6,19.4,76.7,77.3,78.1,7807.0,1.1,22.6,91.0,60772.0,30269.0,0.6,2.1,0.5,2.64,20862.0,6.4,13.1,22.1,87.3,72.6,2.0,1.0,1.0,0.0,42.22,48281,62.85605809925538
48283,7416.0,36.5,139.7,20.2,79.8,17.0,La Salle County, Texas,2269.0,50151.0,69533.0,1629.0,54498.0,85366.0,7416.0,6454.0,108.0,0.0,12.0,0.0,6460.0,1098.0,17.0,comprehensive,0.2,3.41,1.5,84.1,56.3,52.1,72.0,2269.0,15.8,31.3,63.6,50151.0,20019.0,0.0,7.6,0.0,2.85,7416.0,3.6,18.8,6.8,87.0,13.2,6.0,0.0,0.0,1.0,53.705,48283,75.82537974765218
48285,20021.0,43.4,93.9,23.7,76.3,23.3,Lavaca County, Texas,7826.0,54403.0,79698.0,5609.0,69898.0,94362.0,20021.0,15747.0,1281.0,45.0,94.0,5.0,19546.0,2083.0,10.7,none,0.5,2.99,6.4,18.9,75.8,63.6,69.8,7826.0,2.7,25.7,85.6,54403.0,29296.0,0.2,11.3,0.0,2.5,20021.0,2.6,10.1,7.8,78.7,73.5,6.0,0.0,0.0,1.0,45.165,48285,60.67228473597298
48287,17058.0,41.1,100.0,22.2,77.8,18.8,Lee County, Texas,6036.0,54744.0,70253.0,4485.0,63836.0,81058.0,17058.0,13945.0,1917.0,0.0,182.0,0.0,16596.0,2040.0,12.3,none,1.1,3.21,11.2,23.7,77.4,66.0,73.6,6036.0,4.7,19.4,84.6,54744.0,28827.0,0.0,5.0,0.0,2.74,17058.0,1.4,15.8,8.2,81.8,63.3,6.0,0.0,0.0,1.0,45.215,48287,58.64867423548446
48289,17225.0,44.3,99.0,22.6,77.4,24.2,Leon County, Texas,6443.0,43045.0,75277.0,4363.0,57173.0,73031.0,17225.0,15331.0,1173.0,107.0,138.0,55.0,17129.0,3023.0,17.6,none,0.8,3.28,6.8,14.6,70.8,64.5,72.0,6443.0,2.4,22.6,81.8,43045.0,23653.0,0.6,1.6,0.3,2.66,17225.0,6.7,17.0,9.9,89.0,76.1,8.0,0.0,1.0,1.0,44.55,48289,63.11491978379019
48291,83702.0,35.5,97.5,26.1,73.9,13.0,Liberty County, Texas,26873.0,51494.0,68334.0,19314.0,60951.0,78244.0,83702.0,67404.0,8273.0,496.0,439.0,13.0,75950.0,10708.0,14.1,partial,0.5,3.41,9.9,24.8,79.2,63.9,77.1,26873.0,3.8,24.5,77.3,51494.0,27199.0,0.6,7.4,0.0,2.84,83702.0,6.8,19.8,8.8,80.5,63.3,1.0,1.0,0.0,0.0,47.195,48291,76.78915008867291
48293,23417.0,39.9,105.3,22.5,77.5,18.7,Limestone County, Texas,8377.0,44418.0,59351.0,5852.0,54113.0,70214.0,23417.0,18013.0,4037.0,399.0,177.0,67.0,22572.0,4388.0,19.4,none,0.8,3.26,17.2,21.9,63.8,59.9,71.6,8377.0,5.0,25.9,81.1,44418.0,23703.0,1.7,2.0,0.3,2.68,23417.0,5.7,19.0,8.4,76.9,58.7,6.0,0.0,0.0,1.0,46.57,48293,73.03369290300573
48295,3398.0,34.7,101.5,26.5,73.5,17.1,Lipscomb County, Texas,1192.0,59091.0,76016.0,889.0,66750.0,83161.0,3398.0,2779.0,18.0,65.0,66.0,0.0,3320.0,428.0,12.9,none,1.9,3.25,0.5,32.0,82.7,70.8,79.9,1192.0,4.7,26.2,82.1,59091.0,27259.0,1.9,9.9,0.0,2.82,3398.0,5.3,19.9,6.7,81.8,62.5,9.0,0.0,0.0,0.0,42.605,48295,58.13692264264976
48297,12139.0,42.2,123.5,20.0,80.0,20.3,Live Oak County, Texas,3752.0,53848.0,71127.0,2447.0,69232.0,84669.0,12139.0,11326.0,279.0,34.0,173.0,0.0,10665.0,1837.0,17.2,none,1.4,3.61,2.3,40.0,58.9,55.4,61.3,3752.0,5.0,18.0,76.9,53848.0,24005.0,0.3,1.6,0.0,2.85,12139.0,2.7,17.9,9.5,93.3,56.1,8.0,0.0,0.0,1.0,44.83,48297,52.03990176062169
48299,21047.0,57.4,96.9,15.0,85.0,36.4,Llano County, Texas,8678.0,53411.0,85015.0,5741.0,62822.0,100639.0,21047.0,19456.0,143.0,306.0,65.0,0.0,20795.0,2211.0,10.6,none,0.3,2.91,0.7,10.4,81.0,77.0,75.4,8678.0,1.3,21.9,85.8,53411.0,25152.0,1.5,2.3,0.0,2.4,21047.0,5.9,17.3,14.1,92.4,86.4,7.0,0.0,1.0,0.0,40.505,48299,47.63365526162745
48301,98.0,55.2,122.7,25.5,74.5,25.5,Loving County, Texas,30.0,83750.0,105773.0,20.0,102917.0,85320.0,98.0,95.0,0.0,3.0,0.0,0.0,98.0,15.0,15.3,,0.0,3.9,0.0,12.2,73.3,93.3,83.3,30.0,6.7,36.7,80.3,83750.0,23750.0,3.1,0.0,0.0,3.27,98.0,0.0,12.2,5.5,96.9,84.7,9.0,0.0,0.0,0.0,43.01,48301,70.28097412871803
48303,304808.0,30.8,97.3,24.0,76.0,12.2,Lubbock County, Texas,113488.0,52429.0,73239.0,69992.0,69457.0,89459.0,304808.0,250230.0,21279.0,3123.0,6728.0,318.0,292392.0,55155.0,18.9,none,2.2,3.18,7.0,35.4,79.8,74.7,85.1,113488.0,2.7,44.8,86.2,52429.0,26244.0,1.0,4.7,0.1,2.58,304808.0,3.3,13.0,6.2,82.1,53.5,2.0,1.0,0.0,0.0,39.265,48303,61.97583953755824
48305,5830.0,37.3,106.8,27.1,72.9,16.9,Lynn County, Texas,2154.0,43382.0,65295.0,1535.0,56098.0,77852.0,5830.0,5199.0,65.0,16.0,46.0,6.0,5775.0,1053.0,18.2,none,0.8,3.25,1.1,47.2,71.6,59.8,73.0,2154.0,4.9,31.7,75.4,43382.0,25000.0,0.3,3.8,0.1,2.68,5830.0,6.3,18.7,6.8,89.2,49.3,2.0,1.0,0.0,0.0,45.365,48305,64.63344484246957
48307,8057.0,44.6,118.3,22.5,77.5,21.8,McCulloch County, Texas,3143.0,47707.0,58812.0,2068.0,59009.0,68795.0,8057.0,6668.0,87.0,26.0,60.0,0.0,7845.0,1326.0,16.9,none,0.7,3.1,1.1,32.3,76.3,66.2,73.9,3143.0,4.2,27.8,76.8,47707.0,23211.0,0.3,10.0,0.0,2.51,8057.0,3.2,20.6,8.9,82.8,60.5,7.0,0.0,0.0,0.0,44.665000000000006,48307,69.69235222020527
48309,251089.0,33.3,95.4,24.7,75.3,14.1,McLennan County, Texas,90054.0,49778.0,69146.0,59833.0,62727.0,81654.0,251089.0,196885.0,36746.0,1089.0,4053.0,133.0,241276.0,46207.0,19.2,none,1.6,3.24,14.6,26.3,77.7,71.1,80.6,90054.0,6.2,40.8,84.9,49778.0,25390.0,0.4,2.6,0.1,2.68,251089.0,3.9,14.5,7.7,78.4,55.9,2.0,1.0,0.0,0.0,43.5,48309,64.77299180495658
48311,774.0,38.2,114.4,28.9,71.1,18.3,McMullen County, Texas,270.0,62000.0,92126.0,210.0,65750.0,98769.0,774.0,765.0,0.0,9.0,0.0,0.0,774.0,91.0,11.8,none,0.0,3.35,0.0,49.7,76.3,59.6,83.0,270.0,1.9,24.1,92.7,62000.0,32325.0,1.2,0.0,0.0,2.87,774.0,6.6,17.8,5.3,98.8,49.1,9.0,0.0,0.0,0.0,45.290000000000006,48311,59.60581579255192
48313,14197.0,35.2,131.3,21.4,78.6,15.2,Madison County, Texas,4269.0,52664.0,69955.0,2816.0,63471.0,84592.0,14197.0,10357.0,2332.0,26.0,477.0,10.0,10964.0,1319.0,12.0,comprehensive,3.4,3.27,16.4,23.2,69.1,63.7,71.4,4269.0,3.2,25.8,80.8,52664.0,24769.0,0.2,4.4,0.1,2.59,14197.0,3.7,15.4,8.0,73.0,55.0,6.0,0.0,0.0,1.0,47.555,48313,66.08510881979053
48315,10017.0,50.6,94.2,17.9,82.1,25.9,Marion County, Texas,4715.0,37662.0,58450.0,2912.0,48585.0,70000.0,10017.0,7292.0,2294.0,11.0,32.0,41.0,9906.0,1901.0,19.2,none,0.3,2.73,22.9,4.1,62.9,48.9,65.9,4715.0,1.9,22.7,85.2,37662.0,22340.0,0.1,2.1,0.4,2.1,10017.0,10.1,11.6,9.6,72.8,70.8,8.0,0.0,0.0,1.0,49.325,48315,68.1774111934883
48317,5649.0,32.7,108.8,31.1,68.9,12.1,Martin County, Texas,1694.0,66610.0,91265.0,1245.0,81688.0,101432.0,5649.0,4479.0,48.0,115.0,4.0,8.0,5589.0,474.0,8.5,none,0.1,4.06,0.8,45.0,62.9,69.0,74.6,1694.0,6.8,26.2,77.4,66610.0,33282.0,2.0,16.9,0.1,3.3,5649.0,3.4,10.9,4.3,79.3,53.9,3.0,1.0,0.0,0.0,45.765,48317,69.25016357456322
48319,4186.0,46.3,117.0,23.8,76.2,24.4,Mason County, Texas,1696.0,42276.0,69255.0,1075.0,62532.0,86707.0,4186.0,3705.0,2.0,84.0,101.0,0.0,4176.0,447.0,10.7,comprehensive,2.4,3.17,0.0,22.2,73.2,66.9,73.7,1696.0,6.3,29.4,87.7,42276.0,26329.0,2.0,1.2,0.0,2.46,4186.0,6.6,19.0,9.5,88.5,74.2,9.0,0.0,0.0,0.0,42.08,48319,53.39131232234228
48321,36774.0,38.2,99.6,25.8,74.2,16.3,Matagorda County, Texas,13848.0,48913.0,64806.0,9262.0,60061.0,74325.0,36774.0,25145.0,3813.0,141.0,710.0,120.0,36334.0,6884.0,18.9,none,1.9,3.35,10.4,42.5,63.4,62.0,72.6,13848.0,7.2,29.3,80.6,48913.0,25473.0,0.4,16.8,0.3,2.63,36774.0,5.6,17.9,8.8,68.4,43.6,4.0,0.0,0.0,1.0,45.165,48321,64.62149729958446
48323,58174.0,29.6,99.2,31.5,68.5,11.5,Maverick County, Texas,16286.0,39625.0,53367.0,13446.0,44563.0,57079.0,58174.0,54104.0,280.0,805.0,318.0,24.0,57972.0,15616.0,26.9,none,0.5,3.99,0.5,95.2,61.3,52.9,67.9,16286.0,26.6,34.3,59.5,39625.0,18489.0,1.4,3.8,0.0,3.56,58174.0,9.1,31.1,1.8,93.0,2.5,5.0,0.0,0.0,0.0,50.695,48323,50.56908068710371
48325,50057.0,39.0,106.5,23.2,76.8,16.5,Medina County, Texas,15682.0,62599.0,82279.0,11623.0,78571.0,95603.0,50057.0,45440.0,1331.0,278.0,359.0,21.0,47552.0,5372.0,11.3,none,0.7,3.54,2.7,52.0,73.6,67.3,72.5,15682.0,2.7,19.6,83.2,62599.0,26529.0,0.6,3.3,0.0,3.03,50057.0,3.4,14.0,11.1,90.8,43.6,1.0,1.0,1.0,0.0,44.84,48325,57.14219913340188
48327,2119.0,51.8,120.5,12.6,87.4,31.4,Menard County, Texas,1014.0,36395.0,51304.0,581.0,53817.0,71997.0,2119.0,1710.0,1.0,3.0,0.0,0.0,2074.0,276.0,13.3,comprehensive,0.0,2.72,0.0,41.7,66.1,46.0,70.8,1014.0,10.8,30.9,77.9,36395.0,22898.0,0.1,10.3,0.0,2.05,2119.0,3.7,31.0,11.7,80.7,54.8,9.0,0.0,1.0,0.0,44.085,48327,64.46560227296035
48329,168167.0,31.7,102.3,28.4,71.6,10.3,Midland County, Texas,56998.0,79421.0,110414.0,39004.0,94223.0,125070.0,168167.0,138180.0,11200.0,968.0,3356.0,79.0,166097.0,15871.0,9.6,partial,2.0,3.56,6.7,44.7,84.1,75.7,86.5,56998.0,5.0,33.1,84.5,79421.0,38804.0,0.6,6.1,0.0,2.92,168167.0,2.9,16.6,6.2,82.2,45.4,3.0,1.0,0.0,0.0,40.145,48329,53.62852071521734
48331,24770.0,41.7,98.2,24.4,75.6,20.3,Milam County, Texas,9228.0,47902.0,65836.0,6217.0,60348.0,78500.0,24770.0,21121.0,2582.0,73.0,142.0,0.0,24237.0,3744.0,15.4,none,0.6,3.3,10.4,26.4,68.5,59.2,70.0,9228.0,2.6,28.6,81.4,47902.0,26198.0,0.3,1.6,0.0,2.63,24770.0,3.5,13.5,8.4,85.3,62.4,6.0,0.0,0.0,1.0,45.8,48331,59.58832849927298
48333,4889.0,52.1,94.5,19.2,80.8,30.8,Mills County, Texas,1790.0,49306.0,66818.0,1160.0,62167.0,85124.0,4889.0,4804.0,19.0,9.0,11.0,0.0,4706.0,734.0,15.6,comprehensive,0.2,3.31,0.4,21.0,71.5,68.7,70.2,1790.0,3.5,14.9,83.0,49306.0,20128.0,0.2,0.9,0.0,2.63,4889.0,0.6,17.8,11.1,98.3,78.2,9.0,0.0,0.0,0.0,42.965,48333,58.70816931876079
48335,8523.0,33.9,154.9,19.8,80.2,15.4,Mitchell County, Texas,2382.0,51492.0,73526.0,1514.0,78283.0,94763.0,8523.0,6824.0,840.0,181.0,37.0,0.0,6320.0,712.0,11.3,comprehensive,0.4,3.38,9.9,39.9,66.2,58.9,78.3,2382.0,4.2,21.0,78.7,51492.0,26595.0,2.1,5.3,0.0,2.72,8523.0,2.1,18.1,5.3,80.1,47.9,7.0,0.0,0.0,0.0,45.975,48335,68.31406929553171
48337,19489.0,44.6,94.3,22.9,77.1,22.4,Montague County, Texas,7800.0,51765.0,68126.0,5179.0,61815.0,77678.0,19489.0,18607.0,131.0,159.0,0.0,0.0,19143.0,2995.0,15.6,none,0.0,3.02,0.7,11.0,72.2,66.8,77.0,7800.0,2.5,27.6,85.7,51765.0,27018.0,0.8,1.2,0.0,2.45,19489.0,5.1,18.7,9.5,95.5,85.8,6.0,0.0,0.0,1.0,44.49,48337,79.07129327388928
